對獎日期,開獎號碼,預測開獎號碼範圍,對中的號碼數量,對中的號碼
['2022/3/5'],[10 12 18 30 34],"[26, 3, 5, 34, 12, 2, 9, 21, 7, 22]",2,"{34, 12}"
['2022/3/7'],[10 11 24 32 38],"[17, 2, 34, 1, 30, 19, 33, 27, 36, 35]",0,
['2022/3/8'],[ 9 10 11 25 35],"[25, 15, 3, 16, 22, 1, 31, 35, 18, 32]",2,"{25, 35}"
['2022/3/9'],[ 1  5 21 24 28],"[31, 17, 27, 19, 6, 38, 28, 21, 35, 12]",2,"{28, 21}"
['2022/3/10'],[12 14 19 33 34],"[3, 23, 21, 8, 29, 27, 13, 19, 11, 2]",1,{19}
['2022/3/11'],[ 4  6 11 20 29],"[29, 1, 19, 7, 38, 6, 12, 37, 39, 18]",2,"{29, 6}"
['2022/3/12'],[ 7 10 14 17 20],"[16, 26, 38, 4, 6, 28, 10, 21, 22, 34]",1,{10}
['2022/3/14'],[10 16 17 19 23],"[3, 30, 12, 8, 17, 20, 23, 5, 39, 26]",2,"{17, 23}"
['2022/3/15'],[ 2  4  7 30 38],"[1, 27, 29, 14, 8, 12, 10, 15, 35, 7]",1,{7}
['2022/3/16'],[10 18 19 33 35],"[4, 21, 11, 22, 25, 28, 23, 12, 10, 16]",1,{10}
['2022/3/17'],[18 19 26 34 37],"[10, 30, 3, 28, 27, 12, 29, 8, 32, 17]",0,
['2022/3/18'],[ 3 14 23 29 30],"[29, 37, 9, 12, 28, 8, 27, 35, 26, 30]",2,"{29, 30}"
['2022/3/19'],[ 2 10 25 26 35],"[31, 10, 33, 34, 38, 35, 20, 37, 23, 15]",2,"{10, 35}"
['2022/3/21'],[ 3  6  7 21 24],"[15, 21, 27, 32, 23, 8, 17, 33, 7, 18]",2,"{21, 7}"
['2022/3/22'],[ 9 27 29 34 35],"[4, 15, 19, 3, 35, 29, 21, 10, 16, 7]",2,"{35, 29}"
['2022/3/23'],[12 13 20 27 30],"[14, 35, 28, 23, 18, 29, 13, 5, 26, 22]",1,{13}
['2022/3/24'],[ 1 12 13 19 31],"[15, 32, 36, 9, 13, 11, 1, 34, 14, 35]",2,"{1, 13}"
['2022/3/25'],[ 8 12 13 14 18],"[24, 17, 1, 4, 27, 39, 26, 19, 30, 12]",1,{12}
['2022/3/26'],[ 3 12 22 33 39],"[25, 20, 12, 9, 18, 28, 38, 37, 2, 3]",2,"{3, 12}"
['2022/3/28'],[ 6 17 21 25 29],"[7, 35, 9, 37, 15, 27, 36, 17, 23, 33]",1,{17}
['2022/3/29'],[ 3 16 26 27 36],"[3, 36, 37, 21, 11, 12, 28, 22, 18, 5]",2,"{3, 36}"
['2022/3/30'],[ 1 21 28 29 34],"[17, 32, 27, 3, 20, 37, 35, 9, 8, 5]",0,
['2022/3/31'],[ 5  8 12 17 19],"[19, 30, 17, 18, 11, 34, 23, 16, 24, 13]",2,"{17, 19}"
['2022/4/1'],[ 5  7 17 25 37],"[32, 1, 35, 25, 19, 7, 15, 2, 38, 13]",2,"{25, 7}"
['2022/4/2'],[ 3 13 23 26 32],"[6, 2, 7, 10, 21, 31, 24, 11, 20, 15]",0,
['2022/4/4'],[ 4 17 29 32 37],"[24, 15, 32, 37, 3, 31, 35, 22, 11, 16]",2,"{32, 37}"
['2022/4/5'],[ 7  9 31 37 39],"[16, 38, 22, 2, 8, 33, 6, 39, 26, 13]",1,{39}
['2022/4/6'],[ 2  3  9 29 33],"[12, 25, 18, 2, 34, 9, 13, 35, 21, 14]",2,"{9, 2}"
['2022/4/7'],[ 3  7 25 36 37],"[6, 32, 3, 33, 5, 16, 25, 35, 13, 4]",2,"{25, 3}"
['2022/4/8'],[ 2  5 20 21 23],"[5, 32, 34, 31, 35, 7, 17, 36, 2, 19]",2,"{2, 5}"
['2022/4/9'],[ 2 20 26 27 37],"[9, 38, 39, 22, 29, 27, 7, 34, 8, 10]",1,{27}
['2022/4/11'],[ 9 20 29 36 39],"[8, 33, 10, 22, 30, 24, 25, 35, 17, 9]",1,{9}
['2022/4/12'],[19 23 32 34 36],"[6, 13, 37, 12, 15, 25, 27, 16, 11, 39]",0,
['2022/4/13'],[15 18 20 22 23],"[28, 20, 25, 4, 18, 34, 38, 16, 29, 12]",2,"{18, 20}"
['2022/4/14'],[11 13 17 18 29],"[29, 35, 4, 31, 25, 38, 12, 32, 22, 17]",2,"{17, 29}"
['2022/4/15'],[ 7 15 19 25 27],"[15, 11, 9, 13, 34, 4, 35, 31, 3, 38]",1,{15}
['2022/4/16'],[ 6  7 13 20 30],"[36, 23, 20, 27, 26, 16, 7, 30, 13, 17]",4,"{20, 13, 30, 7}"
['2022/4/18'],[11 18 20 35 38],"[3, 18, 26, 5, 23, 6, 28, 20, 4, 36]",2,"{18, 20}"
['2022/4/19'],[10 24 25 29 32],"[35, 18, 22, 6, 36, 33, 3, 16, 9, 5]",0,
['2022/4/20'],[ 2  6 26 29 37],"[5, 7, 38, 29, 39, 36, 14, 25, 13, 3]",1,{29}
['2022/4/21'],[ 1  5 15 19 36],"[33, 23, 22, 19, 26, 1, 9, 7, 14, 38]",2,"{1, 19}"
['2022/4/22'],[ 3  7 11 20 27],"[1, 11, 27, 34, 10, 25, 7, 24, 31, 36]",3,"{27, 11, 7}"
['2022/4/23'],[10 23 26 33 39],"[13, 2, 23, 33, 8, 28, 3, 22, 6, 39]",3,"{33, 23, 39}"
['2022/4/25'],[ 2  7  9 19 21],"[8, 31, 37, 33, 7, 6, 35, 32, 3, 1]",1,{7}
['2022/4/26'],[ 8 20 21 25 38],"[35, 6, 25, 28, 20, 31, 10, 1, 22, 33]",2,"{25, 20}"
['2022/4/27'],[ 3 14 25 29 30],"[14, 25, 17, 16, 31, 22, 11, 4, 23, 24]",2,"{25, 14}"
['2022/4/28'],[10 14 16 24 36],"[17, 19, 13, 29, 37, 33, 21, 6, 20, 2]",0,
['2022/4/29'],[ 7 14 31 32 38],"[22, 34, 35, 28, 5, 25, 16, 14, 17, 21]",1,{14}
['2022/4/30'],[ 4 13 29 32 37],"[32, 22, 20, 27, 6, 29, 10, 36, 30, 21]",2,"{32, 29}"
['2022/5/2'],[ 3  9 10 12 34],"[39, 16, 14, 34, 31, 22, 15, 23, 17, 33]",1,{34}
['2022/5/3'],[ 8 12 14 22 28],"[23, 37, 32, 8, 20, 3, 4, 34, 36, 26]",1,{8}
['2022/5/4'],[ 2  3 11 23 27],"[22, 21, 27, 24, 39, 37, 10, 8, 13, 36]",1,{27}
['2022/5/5'],[ 9 18 29 31 33],"[10, 27, 4, 12, 9, 25, 15, 3, 1, 28]",1,{9}
['2022/5/6'],[ 2  7 11 13 31],"[2, 33, 16, 1, 34, 30, 15, 25, 6, 7]",2,"{2, 7}"
['2022/5/7'],[ 1  4 14 37 38],"[22, 13, 1, 5, 4, 39, 33, 35, 24, 14]",3,"{1, 4, 14}"
['2022/5/9'],[11 12 15 21 38],"[31, 5, 22, 18, 15, 30, 13, 16, 34, 12]",2,"{12, 15}"
['2022/5/10'],[ 4 10 14 19 20],"[29, 18, 32, 28, 37, 33, 31, 12, 24, 6]",0,
['2022/5/11'],[ 4  5  6 10 33],"[13, 38, 19, 18, 9, 33, 23, 30, 16, 2]",1,{33}
['2022/5/12'],[ 3  9 22 33 37],"[4, 15, 28, 16, 29, 25, 2, 6, 30, 5]",0,
['2022/5/13'],[ 3 15 16 19 31],"[35, 39, 26, 17, 28, 4, 16, 29, 25, 15]",2,"{16, 15}"
['2022/5/14'],[ 1 12 19 22 31],"[34, 22, 14, 2, 6, 5, 27, 8, 37, 11]",1,{22}
['2022/5/16'],[17 20 23 25 36],"[6, 3, 13, 26, 2, 25, 33, 9, 23, 10]",2,"{25, 23}"
['2022/5/17'],[24 27 31 34 37],"[10, 36, 28, 22, 14, 7, 20, 13, 25, 8]",0,
['2022/5/18'],[ 6  9 18 24 37],"[9, 32, 31, 22, 20, 24, 13, 28, 6, 8]",3,"{24, 9, 6}"
['2022/5/19'],[ 5 15 22 35 36],"[16, 10, 21, 22, 11, 32, 29, 17, 24, 9]",1,{22}
['2022/5/20'],[11 13 24 37 39],"[39, 21, 26, 17, 14, 36, 7, 6, 1, 10]",1,{39}
['2022/5/21'],[ 1 15 24 27 36],"[22, 14, 19, 7, 31, 29, 26, 25, 18, 20]",0,
['2022/5/23'],[ 9 12 18 25 38],"[10, 12, 7, 25, 35, 14, 31, 30, 16, 21]",2,"{25, 12}"
['2022/5/24'],[ 1  9 11 14 30],"[15, 8, 16, 14, 35, 27, 9, 5, 1, 19]",3,"{1, 9, 14}"
['2022/5/25'],[ 2 11 13 18 37],"[19, 14, 32, 7, 5, 35, 2, 12, 30, 29]",1,{2}
['2022/5/26'],[ 9 15 27 28 30],"[15, 36, 18, 35, 21, 10, 7, 29, 20, 1]",1,{15}
['2022/5/27'],[ 8 13 28 30 36],"[25, 20, 23, 31, 37, 21, 13, 38, 15, 39]",1,{13}
['2022/5/28'],[ 7 23 28 30 35],"[31, 14, 9, 29, 12, 21, 34, 13, 32, 28]",1,{28}
['2022/5/30'],[ 1  4 21 25 31],"[27, 29, 12, 35, 11, 2, 9, 7, 17, 13]",0,
['2022/5/31'],[ 3  4 12 21 22],"[35, 16, 26, 9, 34, 7, 36, 2, 4, 23]",1,{4}
['2022/6/1'],[ 1  8  9 12 28],"[14, 31, 4, 17, 30, 23, 26, 39, 20, 34]",0,
['2022/6/2'],[ 5 22 25 27 34],"[36, 15, 25, 16, 39, 29, 5, 2, 33, 20]",2,"{25, 5}"
['2022/6/3'],[17 23 30 34 39],"[1, 17, 32, 39, 25, 6, 38, 35, 12, 28]",2,"{17, 39}"
['2022/6/4'],[ 7 10 32 34 37],"[25, 12, 24, 9, 29, 5, 36, 6, 15, 32]",1,{32}
['2022/6/6'],[ 4  6 29 36 37],"[27, 39, 10, 25, 11, 17, 31, 13, 3, 34]",0,
['2022/6/7'],[16 17 18 19 21],"[17, 38, 11, 6, 36, 4, 10, 29, 32, 34]",1,{17}
['2022/6/8'],[ 6 17 23 29 38],"[19, 21, 27, 8, 9, 36, 12, 17, 2, 20]",1,{17}
['2022/6/9'],[ 1  4 12 33 34],"[3, 26, 1, 34, 8, 39, 6, 12, 28, 37]",3,"{1, 34, 12}"
['2022/6/10'],[ 6 15 24 36 37],"[31, 16, 3, 26, 23, 22, 34, 6, 24, 38]",2,"{24, 6}"
['2022/6/11'],[ 4  9 13 32 33],"[21, 24, 29, 13, 11, 32, 4, 36, 19, 31]",3,"{32, 4, 13}"
['2022/6/13'],[ 2  4  7 12 16],"[35, 7, 3, 39, 10, 20, 5, 32, 22, 16]",2,"{16, 7}"
['2022/6/14'],[ 1  3 13 26 27],"[21, 12, 39, 23, 32, 2, 30, 16, 18, 8]",0,
['2022/6/15'],[ 5 11 27 32 36],"[13, 37, 28, 35, 30, 20, 2, 31, 21, 33]",0,
['2022/6/16'],[ 2  6 11 13 19],"[6, 35, 32, 31, 13, 23, 15, 4, 9, 24]",2,"{13, 6}"
['2022/6/17'],[ 5 14 21 35 39],"[22, 2, 21, 7, 28, 16, 34, 15, 17, 10]",1,{21}
['2022/6/18'],[ 7 17 19 28 29],"[39, 34, 20, 22, 27, 4, 16, 6, 29, 2]",1,{29}
['2022/6/20'],[ 1 10 16 35 37],"[21, 37, 5, 12, 36, 22, 16, 14, 32, 15]",2,"{16, 37}"
['2022/6/21'],[ 1 16 23 31 39],"[17, 39, 34, 33, 1, 9, 29, 38, 5, 31]",3,"{1, 31, 39}"
['2022/6/22'],[11 17 27 33 38],"[14, 1, 20, 22, 26, 27, 25, 17, 31, 29]",2,"{17, 27}"
['2022/6/23'],[ 4 12 19 20 33],"[12, 35, 2, 34, 14, 16, 8, 22, 26, 30]",1,{12}
['2022/6/24'],[ 8 15 25 31 38],"[14, 24, 2, 21, 11, 5, 33, 10, 9, 20]",0,
['2022/6/25'],[ 1  8 12 31 38],"[20, 27, 36, 26, 32, 6, 4, 30, 34, 19]",0,
['2022/6/27'],[ 1  3 26 31 35],"[16, 37, 8, 7, 4, 17, 33, 2, 21, 11]",0,
['2022/6/28'],[ 8 11 17 21 38],"[28, 9, 12, 19, 30, 31, 27, 24, 22, 8]",1,{8}
['2022/6/29'],[ 6 21 28 36 37],"[15, 13, 28, 2, 14, 9, 30, 26, 37, 10]",2,"{28, 37}"
['2022/6/30'],[ 8 10 16 24 34],"[34, 6, 20, 21, 12, 22, 37, 13, 35, 31]",1,{34}
['2022/7/1'],[ 1  2  8 22 33],"[25, 2, 31, 38, 39, 23, 7, 20, 10, 6]",1,{2}
['2022/7/2'],[ 3 11 20 21 28],"[7, 15, 27, 18, 33, 35, 13, 10, 30, 38]",0,
['2022/7/4'],[ 5 11 17 31 38],"[35, 15, 38, 36, 27, 10, 21, 1, 22, 32]",1,{38}
['2022/7/5'],[13 16 21 22 26],"[17, 38, 33, 28, 29, 30, 9, 27, 14, 10]",0,
['2022/7/6'],[13 14 18 27 30],"[1, 25, 19, 26, 7, 17, 3, 35, 34, 8]",0,
['2022/7/7'],[ 9 14 18 23 35],"[9, 2, 20, 22, 38, 10, 36, 12, 30, 16]",1,{9}
['2022/7/8'],[ 1 20 25 30 39],"[16, 3, 27, 21, 15, 8, 35, 30, 11, 18]",1,{30}
['2022/7/9'],[ 8 12 21 24 38],"[1, 31, 13, 11, 5, 23, 38, 30, 16, 3]",1,{38}
['2022/7/11'],[ 7 15 16 19 37],"[5, 1, 13, 27, 31, 21, 30, 7, 28, 2]",1,{7}
['2022/7/12'],[ 1  3  5 27 31],"[34, 24, 37, 17, 19, 22, 15, 8, 2, 10]",0,
['2022/7/13'],[ 4 14 27 34 35],"[12, 15, 11, 9, 27, 5, 29, 18, 26, 13]",1,{27}
['2022/7/14'],[ 5 16 21 25 26],"[39, 11, 37, 2, 31, 24, 21, 23, 4, 13]",1,{21}
['2022/7/15'],[ 3 22 24 33 36],"[33, 18, 28, 9, 32, 35, 8, 1, 7, 13]",1,{33}
['2022/7/16'],[10 14 25 30 35],"[33, 2, 28, 11, 12, 13, 17, 7, 31, 38]",0,
['2022/7/18'],[ 4 10 22 32 35],"[15, 16, 25, 34, 24, 33, 37, 11, 30, 22]",1,{22}
['2022/7/19'],[ 2 11 16 25 38],"[19, 22, 6, 38, 13, 34, 28, 3, 32, 14]",1,{38}
['2022/7/20'],[ 4  8 16 29 34],"[9, 22, 23, 11, 3, 8, 35, 7, 37, 10]",1,{8}
['2022/7/21'],[ 4 10 12 26 36],"[7, 32, 20, 12, 16, 15, 10, 19, 6, 25]",2,"{10, 12}"
['2022/7/22'],[ 9 11 24 26 28],"[26, 27, 25, 38, 6, 18, 36, 30, 1, 8]",1,{26}
['2022/7/23'],[ 5 27 32 33 38],"[30, 9, 6, 19, 22, 15, 27, 37, 18, 17]",1,{27}
['2022/7/25'],[24 25 35 36 37],"[33, 18, 19, 29, 34, 9, 13, 1, 17, 24]",1,{24}
['2022/7/26'],[ 2 13 19 25 29],"[5, 18, 17, 13, 38, 3, 25, 21, 23, 12]",2,"{25, 13}"
['2022/7/27'],[ 4  5 14 29 30],"[16, 7, 11, 4, 33, 1, 38, 17, 6, 20]",1,{4}
['2022/7/28'],[ 4  9 25 28 34],"[28, 14, 38, 22, 5, 19, 37, 36, 25, 33]",2,"{25, 28}"
['2022/7/29'],[ 3 29 34 38 39],"[30, 28, 31, 29, 13, 34, 14, 8, 35, 5]",2,"{34, 29}"
['2022/7/30'],[ 5  7 12 34 38],"[8, 22, 20, 10, 13, 18, 36, 35, 16, 17]",0,
['2022/8/1'],[ 2  3  8 18 27],"[5, 25, 19, 32, 8, 3, 12, 17, 27, 38]",3,"{8, 27, 3}"
['2022/8/2'],[ 6 11 18 22 26],"[37, 2, 33, 7, 3, 35, 8, 1, 38, 9]",0,
['2022/8/3'],[15 19 26 29 34],"[37, 14, 15, 6, 39, 24, 30, 7, 10, 38]",1,{15}
['2022/8/4'],[ 2 26 28 32 37],"[1, 17, 8, 20, 38, 2, 9, 29, 15, 32]",2,"{32, 2}"
['2022/8/5'],[ 7  9 12 16 21],"[9, 11, 2, 32, 38, 10, 29, 39, 23, 35]",1,{9}
['2022/8/6'],[ 6 11 18 21 35],"[21, 9, 30, 35, 4, 32, 24, 36, 17, 37]",2,"{35, 21}"
['2022/8/8'],[17 19 33 34 39],"[23, 39, 8, 19, 5, 16, 15, 31, 14, 7]",2,"{19, 39}"
['2022/8/9'],[ 9 11 31 36 39],"[8, 2, 1, 32, 27, 30, 19, 14, 24, 7]",0,
['2022/8/10'],[ 3  8 16 23 36],"[29, 2, 23, 21, 28, 8, 5, 33, 30, 27]",2,"{8, 23}"
['2022/8/11'],[ 8  9 16 21 29],"[17, 24, 21, 6, 8, 22, 9, 16, 2, 26]",4,"{8, 9, 21, 16}"
['2022/8/12'],[ 1  6 13 24 36],"[21, 35, 3, 10, 23, 29, 30, 39, 18, 26]",0,
['2022/8/13'],[ 2 17 22 35 36],"[36, 3, 34, 35, 22, 2, 18, 9, 30, 17]",5,"{2, 35, 36, 17, 22}"
['2022/8/15'],[ 3 11 13 14 17],"[10, 21, 36, 4, 3, 8, 25, 37, 14, 12]",2,"{3, 14}"
['2022/8/16'],[ 7 10 19 26 34],"[19, 17, 6, 22, 24, 34, 26, 4, 10, 5]",4,"{19, 26, 34, 10}"
['2022/8/17'],[16 21 26 30 36],"[38, 9, 1, 34, 11, 20, 16, 35, 5, 17]",1,{16}
['2022/8/18'],[ 4 15 20 35 36],"[14, 35, 31, 4, 32, 7, 20, 30, 25, 11]",3,"{35, 4, 20}"
['2022/8/19'],[26 28 31 37 39],"[25, 34, 18, 3, 12, 13, 20, 35, 39, 17]",1,{39}
['2022/8/20'],[11 13 29 31 35],"[1, 21, 18, 6, 14, 39, 17, 30, 27, 26]",0,
['2022/8/22'],[ 6 13 14 25 38],"[14, 37, 17, 31, 4, 28, 33, 18, 24, 10]",1,{14}
['2022/8/23'],[ 5  8 12 15 24],"[32, 25, 37, 35, 31, 39, 29, 38, 18, 24]",1,{24}
['2022/8/24'],[ 4  7 26 33 34],"[27, 17, 18, 7, 29, 14, 1, 13, 20, 19]",1,{7}
['2022/8/25'],[ 3 10 25 28 36],"[16, 3, 31, 35, 29, 25, 34, 24, 4, 6]",2,"{25, 3}"
['2022/8/26'],[12 23 25 28 34],"[6, 38, 37, 31, 15, 7, 16, 26, 10, 24]",0,
['2022/8/27'],[12 17 19 26 36],"[34, 3, 38, 10, 18, 2, 11, 27, 5, 25]",0,
['2022/8/29'],[16 19 23 33 37],"[29, 21, 10, 26, 19, 9, 14, 35, 30, 8]",1,{19}
['2022/8/30'],[ 8 29 32 36 38],"[38, 4, 20, 32, 39, 27, 37, 16, 3, 5]",2,"{32, 38}"
['2022/8/31'],[15 17 21 25 36],"[37, 5, 23, 39, 27, 26, 8, 38, 6, 19]",0,
['2022/9/1'],[ 2  6  8 15 17],"[25, 39, 33, 13, 1, 2, 14, 27, 31, 6]",2,"{2, 6}"
['2022/9/2'],[ 2 19 24 25 38],"[31, 21, 17, 33, 16, 22, 6, 39, 10, 26]",0,
['2022/9/3'],[ 9 10 20 27 39],"[13, 23, 18, 37, 1, 36, 35, 19, 8, 34]",0,
['2022/9/5'],[ 7 10 16 20 21],"[20, 22, 9, 17, 14, 16, 25, 11, 8, 35]",2,"{16, 20}"
['2022/9/6'],[ 4 11 17 26 36],"[11, 34, 16, 1, 24, 31, 17, 25, 36, 19]",3,"{17, 11, 36}"
['2022/9/7'],[ 4  8 10 27 35],"[6, 10, 38, 1, 11, 4, 35, 22, 36, 14]",3,"{10, 35, 4}"
['2022/9/8'],[ 5 14 17 34 36],"[39, 18, 9, 11, 16, 12, 23, 10, 30, 38]",0,
['2022/9/9'],[20 22 28 36 37],"[3, 30, 38, 31, 32, 25, 12, 35, 9, 1]",0,
['2022/9/10'],[ 6  8 25 35 37],"[10, 25, 3, 31, 12, 6, 16, 30, 9, 20]",2,"{25, 6}"
['2022/9/12'],[ 6 14 24 37 38],"[37, 22, 32, 34, 38, 23, 16, 39, 24, 6]",4,"{24, 37, 38, 6}"
['2022/9/13'],[13 14 20 33 35],"[39, 25, 26, 17, 15, 10, 13, 7, 1, 20]",2,"{20, 13}"
['2022/9/14'],[ 8 16 22 27 29],"[37, 5, 30, 15, 16, 36, 25, 23, 39, 12]",1,{16}
['2022/9/15'],[ 4  5 18 30 35],"[18, 9, 33, 30, 16, 4, 37, 5, 20, 14]",4,"{18, 4, 5, 30}"
['2022/9/16'],[10 15 28 33 36],"[1, 7, 36, 30, 16, 11, 25, 33, 21, 22]",2,"{33, 36}"
['2022/9/17'],[10 18 19 25 29],"[26, 17, 8, 23, 36, 22, 34, 24, 13, 4]",0,
['2022/9/19'],[ 4 12 15 17 19],"[5, 35, 32, 37, 18, 31, 21, 33, 16, 1]",0,
['2022/9/20'],[ 7  9 11 16 39],"[10, 22, 37, 29, 36, 25, 21, 9, 17, 18]",1,{9}
['2022/9/21'],[ 1 14 23 24 39],"[19, 30, 16, 18, 10, 20, 33, 35, 23, 11]",1,{23}
['2022/9/22'],[10 14 20 24 31],"[35, 14, 19, 24, 33, 3, 5, 13, 32, 1]",2,"{24, 14}"
['2022/9/23'],[ 1 12 25 38 39],"[36, 11, 28, 37, 29, 35, 26, 20, 27, 16]",0,
['2022/9/24'],[17 28 34 35 38],"[9, 39, 19, 30, 8, 26, 15, 6, 24, 29]",0,
['2022/9/26'],[ 2  7 10 11 23],"[28, 38, 22, 16, 20, 37, 26, 39, 32, 23]",1,{23}
['2022/9/27'],[ 3 27 36 37 39],"[17, 38, 36, 18, 14, 32, 1, 24, 29, 12]",1,{36}
['2022/9/28'],[ 7 14 28 31 38],"[29, 36, 13, 19, 38, 5, 39, 7, 9, 24]",2,"{38, 7}"
['2022/9/29'],[ 3 17 22 23 25],"[18, 30, 31, 25, 37, 35, 29, 12, 28, 11]",1,{25}
['2022/9/30'],[18 21 25 33 35],"[15, 31, 1, 2, 35, 38, 26, 4, 28, 23]",1,{35}
['2022/10/1'],[ 3  5 14 15 25],"[11, 7, 8, 29, 34, 26, 39, 32, 9, 31]",0,
['2022/10/3'],[24 29 31 32 37],"[16, 33, 39, 14, 32, 25, 1, 29, 20, 10]",2,"{32, 29}"
['2022/10/4'],[ 6 12 17 31 35],"[6, 18, 24, 7, 22, 35, 15, 36, 1, 32]",2,"{35, 6}"
['2022/10/5'],[ 1  7 20 22 37],"[39, 12, 11, 32, 37, 23, 36, 33, 14, 17]",1,{37}
['2022/10/6'],[10 11 13 22 38],"[22, 24, 35, 6, 28, 36, 9, 29, 21, 1]",1,{22}
['2022/10/7'],[ 2  8 12 29 36],"[19, 35, 17, 29, 4, 8, 5, 22, 16, 37]",2,"{8, 29}"
['2022/10/8'],[ 6 18 21 23 35],"[14, 1, 22, 5, 15, 10, 38, 31, 9, 13]",0,
['2022/10/10'],[ 1  8 13 21 34],"[27, 5, 33, 35, 7, 14, 8, 4, 16, 34]",2,"{8, 34}"
['2022/10/11'],[ 4  7 10 15 39],"[38, 37, 39, 4, 35, 11, 24, 34, 19, 20]",2,"{4, 39}"
['2022/10/12'],[ 1  8 10 14 20],"[23, 26, 35, 5, 6, 30, 11, 36, 2, 31]",0,
['2022/10/13'],[ 9 12 15 23 29],"[31, 10, 1, 35, 5, 32, 29, 26, 8, 33]",1,{29}
['2022/10/14'],[ 1  6 12 22 24],"[11, 19, 22, 17, 24, 39, 7, 36, 2, 28]",2,"{24, 22}"
['2022/10/15'],[ 7  8 23 30 36],"[34, 38, 9, 28, 18, 13, 31, 1, 36, 27]",1,{36}
['2022/10/17'],[ 2  5 16 21 39],"[9, 26, 20, 3, 15, 24, 10, 4, 7, 32]",0,
['2022/10/18'],[ 7 14 16 25 27],"[21, 34, 37, 27, 25, 23, 3, 22, 32, 36]",2,"{25, 27}"
['2022/10/19'],[ 1  4  5 11 12],"[17, 13, 4, 16, 37, 10, 11, 36, 5, 27]",3,"{11, 4, 5}"
['2022/10/20'],[ 3  4  6 11 36],"[9, 15, 26, 25, 5, 12, 11, 23, 30, 37]",1,{11}
['2022/10/21'],[ 3  8 24 28 35],"[35, 7, 33, 39, 3, 4, 27, 8, 22, 10]",3,"{8, 35, 3}"
['2022/10/22'],[ 1  3  7 10 23],"[38, 3, 12, 35, 28, 2, 37, 32, 36, 25]",1,{3}
['2022/10/24'],[ 9 17 33 35 36],"[8, 33, 10, 15, 29, 31, 19, 6, 34, 3]",1,{33}
['2022/10/25'],[ 9 19 20 22 26],"[34, 23, 33, 7, 10, 38, 26, 35, 1, 19]",2,"{26, 19}"
['2022/10/26'],[ 5  9 13 18 39],"[3, 37, 14, 21, 24, 4, 5, 28, 9, 22]",2,"{9, 5}"
['2022/10/27'],[ 9 22 29 30 39],"[23, 26, 24, 11, 10, 22, 21, 35, 12, 14]",1,{22}
['2022/10/28'],[ 1 18 22 28 36],"[16, 22, 36, 33, 28, 9, 13, 11, 1, 14]",4,"{1, 36, 28, 22}"
['2022/10/29'],[ 8 16 20 25 34],"[37, 38, 17, 5, 24, 10, 9, 19, 6, 11]",0,
['2022/10/31'],[ 9 21 23 24 27],"[3, 38, 33, 12, 34, 7, 6, 10, 9, 18]",1,{9}
['2022/11/1'],[14 17 18 26 33],"[34, 37, 1, 26, 3, 39, 32, 33, 31, 27]",2,"{33, 26}"
['2022/11/2'],[ 4 13 18 24 34],"[24, 25, 32, 7, 1, 12, 30, 4, 19, 31]",2,"{24, 4}"
['2022/11/3'],[ 3 18 27 31 35],"[21, 3, 8, 24, 5, 13, 23, 18, 37, 17]",2,"{18, 3}"
['2022/11/4'],[ 2  3 10 22 31],"[28, 19, 10, 39, 21, 2, 9, 18, 17, 38]",2,"{2, 10}"
['2022/11/5'],[ 1  6 17 28 32],"[8, 4, 36, 20, 11, 16, 18, 30, 37, 3]",0,
['2022/11/7'],[11 12 19 28 37],"[34, 6, 23, 9, 8, 33, 21, 36, 7, 17]",0,
['2022/11/8'],[ 3 14 16 19 22],"[27, 5, 13, 31, 30, 3, 19, 15, 22, 17]",3,"{19, 3, 22}"
['2022/11/9'],[ 4  8 20 30 35],"[9, 37, 15, 16, 17, 20, 3, 11, 10, 13]",1,{20}
['2022/11/10'],[13 19 23 27 31],"[3, 9, 16, 37, 35, 2, 6, 17, 22, 4]",0,
['2022/11/11'],[ 2  4 12 21 22],"[33, 31, 24, 39, 21, 34, 29, 30, 28, 38]",1,{21}
['2022/11/12'],[ 5 13 19 31 33],"[9, 28, 22, 38, 2, 32, 33, 17, 10, 8]",1,{33}
['2022/11/14'],[ 5 19 27 35 36],"[7, 13, 16, 29, 38, 20, 26, 18, 32, 39]",0,
['2022/11/15'],[ 2  4 15 18 33],"[13, 27, 30, 21, 25, 18, 33, 34, 29, 26]",2,"{33, 18}"
['2022/11/16'],[ 1  6  7 15 35],"[24, 5, 3, 30, 22, 9, 14, 23, 31, 10]",0,
['2022/11/17'],[ 3 13 22 27 30],"[12, 35, 10, 27, 31, 36, 6, 19, 37, 4]",1,{27}
['2022/11/18'],[1 4 5 7 9],"[34, 17, 30, 35, 9, 24, 33, 1, 18, 21]",2,"{1, 9}"
['2022/11/19'],[17 21 22 31 35],"[4, 22, 14, 29, 7, 36, 1, 15, 24, 5]",1,{22}
['2022/11/21'],[ 1  8 21 28 38],"[24, 33, 21, 34, 15, 17, 18, 31, 37, 10]",1,{21}
['2022/11/22'],[ 6 10 16 19 30],"[19, 12, 24, 7, 9, 21, 34, 30, 29, 38]",2,"{19, 30}"
['2022/11/23'],[ 2 22 27 30 37],"[21, 33, 22, 38, 1, 17, 11, 19, 3, 10]",1,{22}
['2022/11/24'],[ 4 17 27 33 37],"[31, 39, 22, 21, 37, 13, 7, 23, 34, 8]",1,{37}
